filepath,country,model_version,class_rank,class_uuid,kingdom,tax1,tax2,tax3,tax4,tax5,common_name,score
input/semana30/camera08/IMG_0133.JPG,GT,4.0.1a,3,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0121
input/semana30/camera08/IMG_0133.JPG,GT,4.0.1a,4,4bd5da21-db37-44a8-b909-f76a6d990faa,mammalia,cingulata,dasypodidae,dasypus,kappleri,greater long-nosed armadillo,,0.0024
input/semana30/camera08/IMG_0133.JPG,GT,4.0.1a,5,568b60c5-123c-4d70-b918-c6ecb7dfb39f,mammalia,cingulata,chlamyphoridae,euphractus,sexcinctus,yellow armadillo,,0.0021
input/semana30/camera08/IMG_0134.JPG,GT,4.0.1a,1,07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,,0.6976
input/semana30/camera08/IMG_0134.JPG,GT,4.0.1a,2,568b60c5-123c-4d70-b918-c6ecb7dfb39f,mammalia,cingulata,chlamyphoridae,euphractus,sexcinctus,yellow armadillo,,0.0858
input/semana30/camera08/IMG_0134.JPG,GT,4.0.1a,3,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0556
input/semana30/camera08/IMG_0134.JPG,GT,4.0.1a,4,85872b21-8d35-4301-b76b-98e6383e7c87,mammalia,cingulata,dasypodidae,dasypus,,dasypus species,,0.0276
input/semana30/camera08/IMG_0134.JPG,GT,4.0.1a,5,cca9bb5b-1678-4608-b8bc-876d8d60cdcb,mammalia,rodentia,caviidae,galea,spixii,spix's yellow-toothed cavy,,0.0116
input/semana30/camera08/IMG_0135.JPG,GT,4.0.1a,1,07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,,0.8766
input/semana30/camera08/IMG_0135.JPG,GT,4.0.1a,2,85872b21-8d35-4301-b76b-98e6383e7c87,mammalia,cingulata,dasypodidae,dasypus,,dasypus species,,0.1031
input/semana30/camera08/IMG_0135.JPG,GT,4.0.1a,3,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0085
input/semana30/camera08/IMG_0135.JPG,GT,4.0.1a,4,4bd5da21-db37-44a8-b909-f76a6d990faa,mammalia,cingulata,dasypodidae,dasypus,kappleri,greater long-nosed armadillo,,0.0021
input/semana30/camera08/IMG_0135.JPG,GT,4.0.1a,5,b57debc1-dff2-48d3-a400-f2b5021e71b0,mammalia,carnivora,procyonidae,procyon,lotor,northern raccoon,,0.0016
input/semana30/camera08/IMG_0136.JPG,GT,4.0.1a,1,07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,,0.4203
input/semana30/camera08/IMG_0136.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.3869
input/semana30/camera08/IMG_0136.JPG,GT,4.0.1a,3,85872b21-8d35-4301-b76b-98e6383e7c87,mammalia,cingulata,dasypodidae,dasypus,,dasypus species,,0.1119
input/semana30/camera08/IMG_0136.JPG,GT,4.0.1a,4,8bc77c4f-5437-486e-9d9b-cb37f52e6af3,mammalia,rodentia,dasyproctidae,dasyprocta,leporina,red-rumped agouti,,0.006
input/semana30/camera08/IMG_0136.JPG,GT,4.0.1a,5,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0053
input/semana30/camera08/IMG_0137.JPG,GT,4.0.1a,1,07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,,0.5244
input/semana30/camera08/IMG_0137.JPG,GT,4.0.1a,2,85872b21-8d35-4301-b76b-98e6383e7c87,mammalia,cingulata,dasypodidae,dasypus,,dasypus species,,0.1245
input/semana30/camera08/IMG_0137.JPG,GT,4.0.1a,3,5acf63fb-339d-42b1-af7e-95f6151ae5fb,mammalia,cetartiodactyla,tayassuidae,pecari,tajacu,collared peccary,,0.0885
input/semana30/camera08/IMG_0137.JPG,GT,4.0.1a,4,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0328
input/semana30/camera08/IMG_0137.JPG,GT,4.0.1a,5,568b60c5-123c-4d70-b918-c6ecb7dfb39f,mammalia,cingulata,chlamyphoridae,euphractus,sexcinctus,yellow armadillo,,0.0304
input/semana30/camera08/IMG_0138.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9799
input/semana30/camera08/IMG_0138.JPG,GT,4.0.1a,2,25540311-3902-4d4d-b40c-c6dbb5bb2665,mammalia,rodentia,cricetidae,peromyscus,,peromyscus species,,0.0021
input/semana30/camera08/IMG_0138.JPG,GT,4.0.1a,3,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0015
input/semana30/camera08/IMG_0138.JPG,GT,4.0.1a,4,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0013
input/semana30/camera08/IMG_0138.JPG,GT,4.0.1a,5,d9c50039-e19a-4e9f-915e-f67dfadb0caa,mammalia,cetartiodactyla,bovidae,tragelaphus,spekii,sitatunga,,0.0011
input/semana30/camera08/IMG_0139.JPG,GT,4.0.1a,1,07843615-e1fc-49d8-9821-fd1d7ff2e773,mammalia,cingulata,dasypodidae,dasypus,novemcinctus,nine-banded armadillo,,0.7845
input/semana30/camera08/IMG_0139.JPG,GT,4.0.1a,2,85872b21-8d35-4301-b76b-98e6383e7c87,mammalia,cingulata,dasypodidae,dasypus,,dasypus species,,0.1972
input/semana30/camera08/IMG_0139.JPG,GT,4.0.1a,3,568b60c5-123c-4d70-b918-c6ecb7dfb39f,mammalia,cingulata,chlamyphoridae,euphractus,sexcinctus,yellow armadillo,,0.0066
input/semana30/camera08/IMG_0139.JPG,GT,4.0.1a,4,4bd5da21-db37-44a8-b909-f76a6d990faa,mammalia,cingulata,dasypodidae,dasypus,kappleri,greater long-nosed armadillo,,0.0025
input/semana30/camera08/IMG_0139.JPG,GT,4.0.1a,5,616ff6a1-424b-4117-a759-ed864a209f90,mammalia,cingulata,,,,cingulata order,,0.0015
input/semana30/camera08/IMG_0140.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9888
input/semana30/camera08/IMG_0140.JPG,GT,4.0.1a,2,25540311-3902-4d4d-b40c-c6dbb5bb2665,mammalia,rodentia,cricetidae,peromyscus,,peromyscus species,,0.0011
input/semana30/camera08/IMG_0140.JPG,GT,4.0.1a,3,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0008
input/semana30/camera08/IMG_0140.JPG,GT,4.0.1a,4,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0006
input/semana30/camera08/IMG_0140.JPG,GT,4.0.1a,5,d9c50039-e19a-4e9f-915e-f67dfadb0caa,mammalia,cetartiodactyla,bovidae,tragelaphus,spekii,sitatunga,,0.0005
input/semana30/camera08/IMG_0141.JPG,GT,4.0.1a,1,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.5861
input/semana30/camera08/IMG_0141.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.1169
input/semana30/camera08/IMG_0141.JPG,GT,4.0.1a,3,84f9a83d-224c-4c68-b23a-d42064dcc73a,aves,passeriformes,turdidae,turdus,merula,common blackbird,,0.036
input/semana30/camera08/IMG_0141.JPG,GT,4.0.1a,4,0b62f436-aced-4b92-ad12-4700b7185c79,aves,passeriformes,,,,passeriformes order,,0.0353
input/semana30/camera08/IMG_0141.JPG,GT,4.0.1a,5,23140944-2bd7-46ce-819a-c26508c53d62,aves,passeriformes,turdidae,turdus,migratorius,american robin,,0.0248
input/semana30/camera08/IMG_0142.JPG,GT,4.0.1a,1,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.5306
input/semana30/camera08/IMG_0142.JPG,GT,4.0.1a,2,f8396264-caac-4612-b880-c60b4d0939ae,aves,galliformes,cracidae,ortalis,canicollis,chaco chachalaca,,0.0655
input/semana30/camera08/IMG_0142.JPG,GT,4.0.1a,3,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0344
input/semana30/camera08/IMG_0142.JPG,GT,4.0.1a,4,9ba3565d-9934-4e74-8ef4-d110ad587014,aves,galliformes,phasianidae,phasianus,colchicus,ring-necked pheasant,,0.0212
input/semana30/camera08/IMG_0142.JPG,GT,4.0.1a,5,a92f5ecb-13d3-44b1-837f-d085d2e2ea19,aves,columbiformes,columbidae,,,columbidae family,,0.0186
input/semana30/camera08/IMG_0143.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9894
input/semana30/camera08/IMG_0143.JPG,GT,4.0.1a,2,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0028
input/semana30/camera08/IMG_0143.JPG,GT,4.0.1a,3,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0024
input/semana30/camera08/IMG_0143.JPG,GT,4.0.1a,4,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0015
input/semana30/camera08/IMG_0143.JPG,GT,4.0.1a,5,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0005
input/semana30/camera08/IMG_0144.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.983
input/semana30/camera08/IMG_0144.JPG,GT,4.0.1a,2,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0055
input/semana30/camera08/IMG_0144.JPG,GT,4.0.1a,3,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0028
input/semana30/camera08/IMG_0144.JPG,GT,4.0.1a,4,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0022
input/semana30/camera08/IMG_0144.JPG,GT,4.0.1a,5,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0008
input/semana30/camera08/IMG_0145.JPG,GT,4.0.1a,1,b57debc1-dff2-48d3-a400-f2b5021e71b0,mammalia,carnivora,procyonidae,procyon,lotor,northern raccoon,,0.3386
input/semana30/camera08/IMG_0145.JPG,GT,4.0.1a,2,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,mammalia,cetartiodactyla,cervidae,odocoileus,virginianus,white-tailed deer,,0.2594
input/semana30/camera08/IMG_0145.JPG,GT,4.0.1a,3,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0783
input/semana30/camera08/IMG_0145.JPG,GT,4.0.1a,4,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0491
input/semana30/camera08/IMG_0145.JPG,GT,4.0.1a,5,87be3a5c-e60a-4e7e-88c7-21544914d067,mammalia,didelphimorphia,didelphidae,didelphis,virginiana,virginia opossum,,0.0297
input/semana30/camera08/IMG_0146.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.5532
input/semana30/camera08/IMG_0146.JPG,GT,4.0.1a,2,25540311-3902-4d4d-b40c-c6dbb5bb2665,mammalia,rodentia,cricetidae,peromyscus,,peromyscus species,,0.3045
input/semana30/camera08/IMG_0146.JPG,GT,4.0.1a,3,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0159
input/semana30/camera08/IMG_0146.JPG,GT,4.0.1a,4,5c7ce479-8a45-40b3-ae21-7c97dfae22f5,mammalia,cetartiodactyla,cervidae,odocoileus,virginianus,white-tailed deer,,0.0133
input/semana30/camera08/IMG_0146.JPG,GT,4.0.1a,5,667a4650-a141-4c4e-844e-58cdeaeb4ae1,mammalia,lagomorpha,leporidae,sylvilagus,floridanus,eastern cottontail,,0.0122
input/semana30/camera08/IMG_0147.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9921
input/semana30/camera08/IMG_0147.JPG,GT,4.0.1a,2,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0019
input/semana30/camera08/IMG_0147.JPG,GT,4.0.1a,3,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0014
input/semana30/camera08/IMG_0147.JPG,GT,4.0.1a,4,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.001
input/semana30/camera08/IMG_0147.JPG,GT,4.0.1a,5,f2d233e3-80e3-433d-9687-e29ecc7a467a,mammalia,,,,,mammal,,0.0005
input/semana30/camera08/IMG_0148.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9961
input/semana30/camera08/IMG_0148.JPG,GT,4.0.1a,2,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0007
input/semana30/camera08/IMG_0148.JPG,GT,4.0.1a,3,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0006
input/semana30/camera08/IMG_0148.JPG,GT,4.0.1a,4,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0003
input/semana30/camera08/IMG_0148.JPG,GT,4.0.1a,5,d372cda5-a8ca-4b7b-97ed-4e4fab9c9b4b,mammalia,cetartiodactyla,suidae,sus,scrofa,wild boar,,0.0002
input/semana30/camera08/IMG_0149.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.428
input/semana30/camera08/IMG_0149.JPG,GT,4.0.1a,2,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.2548
input/semana30/camera08/IMG_0149.JPG,GT,4.0.1a,3,0a4869c1-f645-4e76-9b30-5a1ff0ab9adf,aves,passeriformes,corvidae,perisoreus,canadensis,grey jay,,0.0601
input/semana30/camera08/IMG_0149.JPG,GT,4.0.1a,4,84f9a83d-224c-4c68-b23a-d42064dcc73a,aves,passeriformes,turdidae,turdus,merula,common blackbird,,0.0173
input/semana30/camera08/IMG_0149.JPG,GT,4.0.1a,5,a92f5ecb-13d3-44b1-837f-d085d2e2ea19,aves,columbiformes,columbidae,,,columbidae family,,0.016
input/semana30/camera08/IMG_0150.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.9967
input/semana30/camera08/IMG_0150.JPG,GT,4.0.1a,2,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.001
input/semana30/camera08/IMG_0150.JPG,GT,4.0.1a,3,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0005
input/semana30/camera08/IMG_0150.JPG,GT,4.0.1a,4,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0004
input/semana30/camera08/IMG_0150.JPG,GT,4.0.1a,5,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0001
input/semana30/camera08/IMG_0151.JPG,GT,4.0.1a,1,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.4986
input/semana30/camera08/IMG_0151.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.1026
input/semana30/camera08/IMG_0151.JPG,GT,4.0.1a,3,02799ea2-fba0-4883-b27e-b41ae387e884,aves,piciformes,picidae,colaptes,auratus,northern flicker,,0.0447
input/semana30/camera08/IMG_0151.JPG,GT,4.0.1a,4,798797e3-280c-44f0-8ce9-b191288fae78,aves,piciformes,picidae,leuconotopicus,villosus,hairy woodpecker,,0.0173
input/semana30/camera08/IMG_0151.JPG,GT,4.0.1a,5,1ab198a0-04dc-4407-8370-1a458c0c9f8e,aves,falconiformes,falconidae,falco,sparverius,american kestrel,,0.0161
input/semana30/camera08/IMG_0152.JPG,GT,4.0.1a,1,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.996
input/semana30/camera08/IMG_0152.JPG,GT,4.0.1a,2,e07c537d-08b8-4c31-9768-51e4adf5a5ab,mammalia,rodentia,sciuridae,sciurus,niger,eastern fox squirrel,,0.0013
input/semana30/camera08/IMG_0152.JPG,GT,4.0.1a,3,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0007
input/semana30/camera08/IMG_0152.JPG,GT,4.0.1a,4,1db1c6e2-2ea9-45a6-ab69-a730133298eb,mammalia,rodentia,sciuridae,tamias,striatus,eastern chipmunk,,0.0006
input/semana30/camera08/IMG_0152.JPG,GT,4.0.1a,5,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0002
input/semana30/camera08/IMG_0153.JPG,GT,4.0.1a,1,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.7664
input/semana30/camera08/IMG_0153.JPG,GT,4.0.1a,2,0b62f436-aced-4b92-ad12-4700b7185c79,aves,passeriformes,,,,passeriformes order,,0.0627
input/semana30/camera08/IMG_0153.JPG,GT,4.0.1a,3,84f9a83d-224c-4c68-b23a-d42064dcc73a,aves,passeriformes,turdidae,turdus,merula,common blackbird,,0.0356
input/semana30/camera08/IMG_0153.JPG,GT,4.0.1a,4,10305f48-5dce-47ec-a3fe-17d9b96fddfa,aves,passeriformes,turdidae,turdus,,turdus species,,0.0213
input/semana30/camera08/IMG_0153.JPG,GT,4.0.1a,5,a92f5ecb-13d3-44b1-837f-d085d2e2ea19,aves,columbiformes,columbidae,,,columbidae family,,0.0094
input/semana30/camera08/IMG_0154.JPG,GT,4.0.1a,1,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.7373
input/semana30/camera08/IMG_0154.JPG,GT,4.0.1a,2,84f9a83d-224c-4c68-b23a-d42064dcc73a,aves,passeriformes,turdidae,turdus,merula,common blackbird,,0.0777
input/semana30/camera08/IMG_0154.JPG,GT,4.0.1a,3,0b62f436-aced-4b92-ad12-4700b7185c79,aves,passeriformes,,,,passeriformes order,,0.0149
input/semana30/camera08/IMG_0154.JPG,GT,4.0.1a,4,23140944-2bd7-46ce-819a-c26508c53d62,aves,passeriformes,turdidae,turdus,migratorius,american robin,,0.0142
input/semana30/camera08/IMG_0154.JPG,GT,4.0.1a,5,f8396264-caac-4612-b880-c60b4d0939ae,aves,galliformes,cracidae,ortalis,canicollis,chaco chachalaca,,0.0129
input/semana30/camera08/IMG_0155.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9999
input/semana30/camera08/IMG_0155.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0001
input/semana30/camera08/IMG_0155.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0
input/semana30/camera08/IMG_0155.JPG,GT,4.0.1a,4,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0
input/semana30/camera08/IMG_0155.JPG,GT,4.0.1a,5,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0156.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9783
input/semana30/camera08/IMG_0156.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0198
input/semana30/camera08/IMG_0156.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0005
input/semana30/camera08/IMG_0156.JPG,GT,4.0.1a,4,aca65aaa-8c6d-4b69-94de-842b08b13bd6,mammalia,cetartiodactyla,bovidae,bos,taurus,domestic cattle,,0.0003
input/semana30/camera08/IMG_0156.JPG,GT,4.0.1a,5,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0001
input/semana30/camera08/IMG_0157.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9975
input/semana30/camera08/IMG_0157.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0019
input/semana30/camera08/IMG_0157.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0005
input/semana30/camera08/IMG_0157.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0157.JPG,GT,4.0.1a,5,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0
input/semana30/camera08/IMG_0158.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9973
input/semana30/camera08/IMG_0158.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0022
input/semana30/camera08/IMG_0158.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0004
input/semana30/camera08/IMG_0158.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0158.JPG,GT,4.0.1a,5,e2895ed5-780b-48f6-8a11-9e27cb594511,,,,,,vehicle,,0.0
input/semana30/camera08/IMG_0159.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9962
input/semana30/camera08/IMG_0159.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.003
input/semana30/camera08/IMG_0159.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0004
input/semana30/camera08/IMG_0159.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0159.JPG,GT,4.0.1a,5,aca65aaa-8c6d-4b69-94de-842b08b13bd6,mammalia,cetartiodactyla,bovidae,bos,taurus,domestic cattle,,0.0
input/semana30/camera08/IMG_0160.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9979
input/semana30/camera08/IMG_0160.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0014
input/semana30/camera08/IMG_0160.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0004
input/semana30/camera08/IMG_0160.JPG,GT,4.0.1a,4,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0
input/semana30/camera08/IMG_0160.JPG,GT,4.0.1a,5,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0161.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9995
input/semana30/camera08/IMG_0161.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0003
input/semana30/camera08/IMG_0161.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0002
input/semana30/camera08/IMG_0161.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0161.JPG,GT,4.0.1a,5,86f5b978-4f30-40cc-bd08-be9e3fba27a0,mammalia,rodentia,sciuridae,sciurus,carolinensis,eastern gray squirrel,,0.0
input/semana30/camera08/IMG_0162.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9966
input/semana30/camera08/IMG_0162.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0025
input/semana30/camera08/IMG_0162.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0005
input/semana30/camera08/IMG_0162.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0162.JPG,GT,4.0.1a,5,9212982e-8a58-4775-a6ac-e9a43110d8f5,mammalia,carnivora,felidae,felis,catus,domestic cat,,0.0
input/semana30/camera08/IMG_0163.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9992
input/semana30/camera08/IMG_0163.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0005
input/semana30/camera08/IMG_0163.JPG,GT,4.0.1a,3,3d80f1d6-b1df-4966-9ff4-94053c7a902a,mammalia,carnivora,canidae,canis,familiaris,domestic dog,,0.0002
input/semana30/camera08/IMG_0163.JPG,GT,4.0.1a,4,b1352069-a39c-4a84-a949-60044271c0c1,aves,,,,,bird,,0.0
input/semana30/camera08/IMG_0163.JPG,GT,4.0.1a,5,e2895ed5-780b-48f6-8a11-9e27cb594511,,,,,,vehicle,,0.0
input/semana30/camera08/IMG_0164.JPG,GT,4.0.1a,1,990ae9dd-7a59-4344-afcb-1b7b21368000,mammalia,primates,hominidae,homo,sapiens,human,,0.9984
input/semana30/camera08/IMG_0164.JPG,GT,4.0.1a,2,f1856211-cfb7-4a5b-9158-c0f72fd09ee6,,,,,,blank,,0.0011
